type,start,_end,end,title,description,category,project,keyword,people,places,works,artistic,additional,display temporal,source,displayTemporal,reference,image,VRobject,Event_ID
Cinema,1931-11-02,1932-01-20,,Filming for the epilogue at the celebrations of the Day of the Dead in Mexico.,"Filming for the epilogue at the celebrations of the Day of the Dead. ""On  this  day [...]  everything  is  decorated  with the  symbols  of death, especially with skulls [...] And then the masks! Who would not put on the cardboard mask of death on this day? Who would not dance, the laughing face hidden behind the mask? [...] All of them - the good as well as the bad, the exploited as well as the exploiters, the bearers of life as well as the knights of death - they are all equal in this carnival hustle and bustle, they all hide behind the white, teeth breaking cardboard mask of the skull. But in the moment when the whirl reaches its climax, it suddenly breaks off: the masks are torn off, one  after the  other the  heads  of the  peons,  the  matadors,  the workers [...] exuberant life radiates from the coal black eyes... With a quick movement of the hand also [the masks of all those who in our film have played a negative role] are pulled down ...But these are not just the carnival masks made of cardboard, this is much more! Other masks fall with them, because under [their] cardboard masks are not the faces of living people, but ... real skulls.  [...]  These  are  corpses. The common  corpse  of  the socially doomed class.""",Cinema and Theatre,¡Que viva México!,Day of the Dead;¡Que viva México!,,Mexico;Mexico City,¡Que viva México!,,Shooting,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;pp. 133 f.,,,,,filming_description_day_of_the_dead_mexico
Cinema,1931-11-03,,,Amkino decalres its final investment amount for the rest of the filming in Mexico.,Amkino declares in a final agreement to provide 5000 of the 25 000 dollars for the shooting in Mexico.,Cinema and Theatre,¡Que viva México!,Amkino;¡Que viva México!,,United States of America,¡Que viva México!,,Amkino,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 134,,,,,Amkino_final_investment_amount_mexico
Cinema,1931-11-11,,,Hunter Kimborough advises Upton Sinclair not to show Adolph Zukor shots from '¡Que viva México!',Hunter Kimborough  advises Upton Sinclair not to show Adolph Zukor the uncut material. It is better to wait for the outcome of his (Kimborough's) negotiations with the Paramount New York office.,Cinema and Theatre,¡Que viva México!,Hunter S. Kimborough;Upton Sinclair;A. Zukor;¡Que viva México!,Upton Sinclair;Hunter Kimborough;Adolph Zukor,,¡Que viva México!,,Paramount,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 134,,,,,Kimborough_advises_Sinclair_showing_Zukor_shots
Cinema,1931-11-13,,,"Upton Sinclair tells Sergei Eisenstein he has not been able to find more donors, instructs him on ways to work with limited finances. ",Upton Sinclair tells Sergei Eisenstein that he has not been able to find more donors. For the shooting he still had 6000 dollars at his disposal. Sergei Eisenstein should finish the episodes he started and drop the 'Soldadera' part.,Cinema and Theatre,¡Que viva México!,Soldadera;Upton Sinclair;¡Que viva México!,Upton Sinclair,,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 134,,,,,Sinclair_not_able_find_more_sponsors_mexico
Cinema,1931-11-13,,,Sergei Eisenstein makes serious accusations against Hunter Kimborough.,"Sergei Eisenstein makes serious accusations against Hunter Kimborough. He is said to be drunk most of the time and roams brothels  and  casinos. Communication  with  him  was  only possible through Grigori Aleksandrov. Is outraged by a  resentation of scenes he has not yet seen and an article by Edmund Wilson in the New Republic. He agrees with Paramount as a negotiating partner, but MGM should only be contacted in an extreme emergency.",Cinema and Theatre,¡Que viva México!,Hunter S. Kimborough;Edmund Wilson;New Republic;Grigori Aleksandrov;Metro-Goldwyn-Mayer;¡Que viva México!,Grigori Aleksandrov;Hunter Kimborough;Edmund Wilson,Mexico;Mexico City,¡Que viva México!,,Paramount;MGM (Metro-Goldwyn-Mayer),,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 134,,,,,e_serious_accusations_against_K._mexico
Biography,1931-11-15,,,Sergei Eisenstein films the president of Mexico with official order while Hunter Kimborough complains about him to Upton Sinclair. ,"Sergei Eisenstein films the president of Mexico with official order. Kimborough to Sinclair: Sergei Eisenstein ""is terribly obstinate and does only what he wants to do, only to make his greatest film, without regard for the wishes of the financiers."" He tells of plans to make his own film with Eduard Tisse in Louisiana and Mexico.",Biography and Personality;Cinema and Theatre,¡Que viva México!,Hunter S. Kimborough;Upton Sinclair;Eduard Tisse;¡Que viva México!,Hunter Kimborough;Upton Sinclair;Eduard Tisse,Mexico;Mexico City,¡Que viva México!,,Shooting,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;pp. 134 f.,,,,,filming_official_order_president_mexico
Cinema,1931-11-16,,,Upton Sinclair tells Sergei Eisenstein about the importance of press screenings to raise funds. Reports of further contacts with Metro-Goldwyn-Mayer.,Sinclair tells Sergei Eisenstein that the press screenings are necessary to raise funds and reports of further contacts with MGM. ,Cinema and Theatre,¡Que viva México!,Metro-Goldwyn-Mayer;Upton Sinclair;¡Que viva México!,Upton Sinclair,Mexico;Mexico City,¡Que viva México!,,MGM (Metro-Goldwyn-Mayer),,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,,,,,screening_for_funds
Biography,1931-11-19,,,Censorship problems with the Mexican Consulate in Los Angeles.,Censorship problems with the Mexican Consulate in Los Angeles. ,Biography and Personality,¡Que viva México!,Censorship;¡Que viva México!!,,United States of America;Los Angeles,¡Que viva México!,,Censorship,Not later than 19 November 1931,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,Not later than 19 November 1931,,,,censorship_issues_mexico
Biography,1931-11-21,,,Sergei Eisenstien writes to Upton Sinclair that the Mexican consulate should not exercise  censorship. Joseph Stalin writes to Sinclair that Eisenstein has lost the trust of the people in the Soviet Union.,"Sergei Eisenstein writes Upton Sinclair that the Mexican consulate should not exercise censorship and blames Kimborough for the problem. Joseph Stalin's telegram to Sinclair: ""Sergei Eisenstein has lost the trust of his comrades in the Soviet Union Stop He is considered a deserter who has broken with his country Stop Fear that our people may soon have no interest in him"". ",Biography and Personality,¡Que viva México!!,Censorship;Upton Sinclair;Stalin;¡Que viva México!,Joseph Stalin;Hunter Kimborough;Upton Sinclair,Mexico;Mexico City;Soviet Union;Russia,¡Que viva México!,,Censorship,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,,,,,telegram_stalin_denunciation_mexico
Biography,1931-11-22,1932-01-29,,Upton Sinclair defends Sergei Eisenstein against Joseph Stalin's accusations.,"Upton Sinclair to Joseph Stalin: Sergei Eisenstein could easily have had the opportunity  to  break  away  from  Moscow  during  his  stay  in America. Instead, he had always been loyal to the Soviet Union and had been attacked for that reason. His long stay in Mexico was not his fault; it was certain that Sergei Eisenstein would return to the USSR when the film was finished.",Biography and Personality,,Upton Sinclair;Stalin,Upton Sinclair;Joseph Stalin,Mexico;Mexico City,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,,,,,telegram_sinclair_to_stalin_defends_e.
Cinema,1931-11-22,1932-02-15,,Sergei Eisenstein writes to Upton Sinclair again about his reservations about showing unedited footage.,Sergei Eisenstein writes to Upton Sinclair again about his reservations  about showing  unedited  footage. This  is  the  best way  to  destroy  interest  in  the  film.  The  relationship with Hunter Kimborough is deteriorating more and more. Eisenstein asks Sinclair to be allowed to start shooting the 'Soldadera' episode.,Cinema and Theatre,¡Que viva México!,Soldadera;Upton Sinclair;¡Que viva México!;Hunter S. Kimborough,Upton Sinclair;Hunter Kimborough,Mexico;Mexico City,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,,,,,screening_mexico_reservations
Cinema,1931-11-23,,,Upton Sinclair breaks off negotiations with MGM.,Upton Sinclair breaks off negotiations with MGM.,Cinema and Theatre,¡Que viva México!,Metro-Goldwyn-Mayer;Upton Sinclair;¡Que viva México!,Upton Sinclair,,¡Que viva México!,,MGM (Metro-Goldwyn-Mayer),Not later than 23 November 1931,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,Not later than 23 November 1931,,,,sinclair_stops_MGM_negotiations
Biography,1931-11-23,,,Upton Sinclair suggests that Sergei Eisenstein himself negotiates with Amkino for funding.,Upton Sinclair suggests that Sergei Eisenstein himself negotiate with Amkino for more funding for the shooting. Suggests that he first finish the episodes he has begun and then start the 'Soldadera' episode.,Biography and Personality,¡Que viva México!,Amkino;Soldadera;Upton Sinclair;¡Que viva México!,Upton Sinclair,,¡Que viva México!,,Amkino,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 135,,,,,Amkino_negotiations_Soldadera_sinclair
Cinema,1931-11-24,,,Tension between Sergei Eisenstein and Hunter Kimborough over shooting delays. ,"Sergei Eisenstein accuses Hunter Kimborough of not preparing the shooting properly, so that there must be considerable delays. Reports Upton Sinclair of Kimborough's excesses.",Cinema and Theatre,¡Que viva México!,Upton Sinclair;Hunter S. Kimborough;¡Que viva México!,Upton Sinclair;Hunter Kimborough,Mexico;Mexico City,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,E.'s_accusation_production_kimborough
Biography,1931-11-25,,,Sergei Eisenstein asks Upton Sinclair for details of the contract with Amkino.,Sergei Eisenstein asks Upton Sinclair  for  details  of  the  contract with Amkino; he points out again that the unedited footage distorts the film and stresses the need for the 'Soldadera' episode.,Biography and Personality,¡Que viva México!,Amkino;Soldadera;Upton Sinclair;¡Que viva México!,,Mexico;Mexico City,¡Que viva México!,,Amkino,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,screening_unedited_soldadera
Biography,1931-11-27,,,Victor Smirnov says will clarify the rumors about Sergei Eisenstein in the USSR after he justifies his stay in Mexico.,Victor Smirnov assures Upton Sinclair that he will clarify the rumors about Sergei Eisenstein in the USSR as soon as Sergei Eisenstein personally justifies the extension of his stay in Mexico. ,Biography and Personality,¡Que viva México!,Smirnov;Upton Sinclair;¡Que viva México!,Viktor Smirnov;Upton Sinclair,,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,extension_stay_smirnov_ussr
Biography,1931-11-24,,,Shooting for a film commissioned by the ruling party,Shooting for a film commissioned by the ruling party.,Biography and Personality,,film shooting,,Mexico;Mexico City,,,Shooting,From around 24 November 1931,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,From around 24 November 1931,,,,film_shooting_ruling_party_mexico
Biography,1931-11-31,,,Upton Sinclair negotiates finances with producer Goldstone.,"Upton Sinclair negotiates a $10,000 investment with producer Phil Goldstone.",Biography and Personality,¡Que viva México!,Upton Sinclair;Goldstone;¡Que viva México!,Upton Sinclair;Phil Goldstone,,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,goldstone_investment_sinclair
Cinema,1931-12-02,,,Upton Siclair stopps negotiations with Goldstone.,Upton Sinclair breaks off negotiations with Phil Goldstone over excessive interest demands. He takes over his wife's shares in the Mexican Picture Trust.,Cinema and Theatre,,,Upton Sinclair;Phil Goldstone;Mary Craig Sinclair,United States of America;Pasadena,¡Que viva México!,,Mexican Picture Trust,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,Sinclair_stops_negotiations_Goldstone
Cinema,1931-12-03,1932-03-16,,Upton Sinclair calls on Hunter Kimborough to come to Pasadena for an interim report.,Upton Sinclair calls on Hunter Kimborough to come to Pasadena for an interim report after the shootings for the Mexican president. He sends a report from the New York Times about the filming in Mexico to Joseph Stalin.,Cinema and Theatre,,,Upton Sinclair;Hunter Kimborough;Joseph Stalin,United States of America;Pasadena,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,Sinclair_asks_Kimborough_interim_report
Cinema,1931-12-04,,,Hunter Kimborough accuses Sergei Eisenstein of wasting time and money.,"Shooting for the commissioned film is finished. Hunter Kimborough accuses Sergei Eisenstein of wasting time and money and warns Upton Sinclair: ""Don't believe anything Eisenstein tells you about me. Ask Eduard Tisse. Eisenstein is a liar.""",Cinema and Theatre,,,Hunter Kimborough;Upton Sinclair,Mexico;Mexico City,¡Que viva México!,,Shooting,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,K._accuses_E._wasting_money
Cinema,1931-12-05,,,Sergei Eisenstein works on the Hacienda- and Soldadera- episode. Amkino telegraphically announces adelay of their payment.,Sergei Eisenstein works on the Hacienda- and Soldadera- episode. Amkino telegraphically announces a delay of their payment. Upton Sinclair telegraphically calls Hunter Kimborough to Pasadena.,Cinema and Theatre,,,Upton Sinclair;Hunter Kimborough,United States of America;Pasadena;Mexico;Mexico City,¡Que viva México!,,Amkino;Shooting,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,E._works_Soldadera_Hacienda
Cinema,1931-12-06,1932-03-28,,Sergei Eisenstein asks Upton Sinclair to call off Hunter Kimborough.,"Sergei Eisenstein's telegram to Upton Sinclair: ""Hunter completely crazy and obnoxious [...] Please call him off immediately - situation intolerable."" On the same day, a telegram with similar contents, signed by Grigori Aleksandrov, Eduard Tisse and Eisenstein, follows.",Cinema and Theatre;Biography and Personality,,,Grigori Aleksandrov;Eduard Tisse;Upton Sinclair;Hunter Kimborough,Mexico;Mexico City,¡Que viva México!,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 136,,,,,E._wants_call_off_Kimoborough
